,Campaign,Ad_group,Keyword_type,Search_keyword,Clicks,Impressions,Cost,Leads,Prospects,CTR,CPC,Weeks,Region
186,EK_Generic_Swimming,Pool_Reservation_System_Exact,Exact,pool reservation system,1,4,10.81,1,0,25,10.81,08-03-2021,
187,EK_Generic_Tri-Tok_Reservation_Canada,Reservation_Management_System_Exact,Exact,reservation management system,0,3,0,0,0,0,0,08-03-2021,Canada
188,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Exact,Exact,reservation management system,0,0,0,0,0,0,0,08-03-2021,UAE
189,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Phrase,Phrase,reservation management system,0,0,0,0,0,0,0,08-03-2021,UAE
190,EK_Generic_Swimming,Pool_Reservation_Software_Open_Broad,Broad,pool reservation software,0,1,0,0,0,0,0,08-03-2021,
191,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Phrase,Phrase,reservation management system,0,0,0,0,0,0,0,08-03-2021,UK
192,EK_Generic_Quad-Tok_Yoga_Singapore,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,0,6,0,0,0,0,0,08-03-2021,Singapore
193,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Generic_Software_Phrase,Phrase,yoga studio management software,0,2,0,0,0,0,0,08-03-2021,
194,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Phrase,Phrase,booking management software,0,0,0,0,0,0,0,08-03-2021,UAE
195,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Exact,Exact,yoga studio booking software,0,2,0,0,0,0,0,08-03-2021,
196,EK_Generic_Swimming_Canada,Pool_Reservation_Software_Broad,Broad,pool reservation software,0,3,0,0,0,0,0,08-03-2021,Canada
197,EK_Generic_Swimming,Pool_Reservation_Software_Exact,Exact,pool reservation software,0,0,0,0,0,0,0,08-03-2021,
198,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Exact,Exact,reservation management system,0,14,0,0,0,0,0,08-03-2021,UK
199,EK_Generic_Tri-Tok_Reservation_Canada,Reservation_Management_System_Phrase,Phrase,reservation management system,0,0,0,0,0,0,0,08-03-2021,Canada
200,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Management_Software_Exact,Exact,pilates studio management software,0,1,0,0,0,0,0,08-03-2021,
201,EK_Generic_Tri-Tok_Reservation_Singapore,Reservation_Management_System_Phrase,Phrase,booking management software,0,1,0,0,0,0,0,08-03-2021,Singapore
202,EK_Generic_Tri-Tok_Yoga_Singapore,Yoga_Studio_Software_Exact,Exact,yoga studio software,0,0,0,0,0,0,0,08-03-2021,Singapore
203,EK_Generic_Swimming,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,0,1,0,0,0,0,0,08-03-2021,
204,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,8,278,86.79,1,0,2.877697842,10.84875,15-03-2021,
205,EK_Generic_Swimming,Pool_Reservation_Software_Broad,Broad,pool reservation software,5,20,22.7,0,0,25,4.54,15-03-2021,
206,EK_Generic_Tri-Tok_Reservation_Canada,Reservation_Management_System_Phrase,Phrase,booking management software,2,20,21.27,0,0,10,10.635,15-03-2021,Canada
207,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Phrase,Phrase,booking management software,1,28,11.15,0,0,3.571428571,11.15,15-03-2021,UK
208,EK_Generic_Swimming,Pool_Reservation_Software_Exact,Exact,pool reservation software,1,6,6.61,0,0,16.66666667,6.61,15-03-2021,
209,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,booking management software,1,27,11.32,0,0,3.703703704,11.32,15-03-2021,
210,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,reservation management system,1,9,10.62,0,0,11.11111111,10.62,15-03-2021,
211,EK_Generic_Swimming,Pool_Reservation_Software_Open_Broad,Broad,pool reservation software,1,3,6.95,0,0,33.33333333,6.95,15-03-2021,
212,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Exact,Exact,reservation management system,1,13,3.61,0,0,7.692307692,3.61,15-03-2021,
213,EK_Generic_Swimming,Pool_Booking_App_Exact,Exact,pool booking app,1,16,3.34,0,0,6.25,3.34,15-03-2021,
214,EK_Generic_Swimming,Pool_Reservation_System_Exact,Exact,pool reservation system,0,7,0,0,0,0,0,15-03-2021,
215,EK_Generic_Tri-Tok_Reservation_Singapore,Reservation_Management_System_Exact,Exact,reservation management system,0,2,0,0,0,0,0,15-03-2021,Singapore
216,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Management_Software_Exact,Exact,pilates studio management software,0,0,0,0,0,0,0,15-03-2021,
217,EK_Generic_Swimming_UK,Pool_Reservation_Software_Broad,Broad,pool reservation software,0,7,0,0,0,0,0,15-03-2021,UK
218,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Phrase,Phrase,booking management software,0,0,0,0,0,0,0,15-03-2021,UAE
219,EK_Generic_Tri-Tok_Pilates,Pilates_Booking_System_Exact,Exact,pilates booking system,0,0,0,0,0,0,0,15-03-2021,
220,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Exact,Exact,reservation management system,0,6,0,0,0,0,0,15-03-2021,UK
221,EK_Generic_Swimming_Canada,Pool_Reservation_Software_Broad,Broad,pool reservation software,0,1,0,0,0,0,0,15-03-2021,Canada
222,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Exact,Exact,yoga studio booking software,0,6,0,0,0,0,0,15-03-2021,
223,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Generic_Software_Phrase,Phrase,yoga studio management software,0,4,0,0,0,0,0,15-03-2021,
224,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Phrase,Phrase,pilates studio software,0,0,0,0,0,0,0,15-03-2021,
225,EK_Generic_Swimming,Swimming_Pool_Reservation_System_Exact,Exact,swimming pool reservation system,0,1,0,0,0,0,0,15-03-2021,
226,EK_Generic_Tri-Tok_Pilates,Pilates_Management_Software_Exact,Exact,pilates management software,0,0,0,0,0,0,0,15-03-2021,
227,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Phrase,Phrase,reservation management system,0,0,0,0,0,0,0,15-03-2021,UAE
228,EK_Generic_Quad-Tok_Yoga_Singapore,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,0,1,0,0,0,0,0,15-03-2021,Singapore
229,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Phrase,Phrase,reservation management system,0,1,0,0,0,0,0,15-03-2021,UK
230,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Exact,Exact,pilates studio software,0,2,0,0,0,0,0,15-03-2021,
231,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Exact,Exact,reservation management system,0,0,0,0,0,0,0,15-03-2021,UAE
232,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Booking_Software_Broad,Broad,pilates studio booking software,0,3,0,0,0,0,0,15-03-2021,
233,EK_Generic_Swimming,Pool_Scheduling_Software_Phrase,Phrase,pool scheduling software,0,5,0,0,0,0,0,15-03-2021,
234,EK_Generic_Tri-Tok_Reservation_Canada,Reservation_Management_System_Exact,Exact,reservation management system,0,2,0,0,0,0,0,15-03-2021,Canada
235,EK_Generic_Swimming,Pool_Reservation_Software_Broad,Broad,pool reservation software,12,35,50.15,0,3,34.28571429,4.179166667,22-03-2021,
236,EK_Generic_Swimming,Pool_Booking_App_Exact,Exact,pool booking app,3,23,13.25,0,1,13.04347826,4.416666667,22-03-2021,
237,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,11,213,84.27,0,0,5.164319249,7.660909091,22-03-2021,
238,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Booking_Software_Broad,Broad,pilates studio booking software,4,199,46.89,0,0,2.010050251,11.7225,22-03-2021,
239,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Exact,Exact,reservation management system,3,17,15.41,0,0,17.64705882,5.136666667,22-03-2021,
240,EK_Generic_Swimming_Canada,Pool_Reservation_Software_Broad,Broad,pool reservation software,3,3,7.89,0,0,100,2.63,22-03-2021,Canada
241,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,reservation management system,2,11,19.15,0,0,18.18181818,9.575,22-03-2021,
242,EK_Generic_Swimming_UK,Pool_Reservation_Software_Broad,Broad,pool reservation software,2,28,15.43,1,0,7.142857143,7.715,22-03-2021,UK
243,EK_Generic_Swimming,Pool_Reservation_System_Exact,Exact,pool reservation system,2,4,14.9,0,0,50,7.45,22-03-2021,
244,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Exact,Exact,reservation management system,1,3,5.21,0,0,33.33333333,5.21,22-03-2021,UAE
